index,school,city,threshold,address,city_clean,threshold_idx,RSPO,match_score,matched_nazwa,nazwa_szkoły,miejscowosc,PPP_mean,O_zdawalnosc,match_key,organ_prowadzacy,wojewodztwo,liczba_uczniow,miejscowosc_rspo,nazwa_rspo,specyfika
158,Liceum Służb Mundurowych We Wrocławiu,Wroclaw,59.396153846153844,ul. Kruszwicka 8a 53-652 Wrocław Stare Miasto,Wrocław,158,263069,100,LICEUM SŁUŻB MUNDUROWYCH WE WROCŁAWIU,LICEUM SŁUŻB MUNDUROWYCH WE WROCŁAWIU,Wrocław,51.47428163666667,69.90227018,liceum służb mundurowych we wrocławiu,Osoba fizyczna,DOLNOŚLĄSKIE,1094.0,Wrocław-Stare Miasto,LICEUM SŁUŻB MUNDUROWYCH WE WROCŁAWIU,"ogólnodostępny, przygotowania wojskowego, profil mundurowy"
160,Publiczne LO nr IX im. Generała Władysława Andersa w Opolu,Opolu,85.39999999999999,ul. Oleska 68 lok.- 45-222 Opole Os. Chabrów,Opole,160,133649,84,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE NR IX IM. GENERAŁA WŁADYSŁAWA ANDERSA W OPOLU,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE NR IX IM. GENERAŁA WŁADYSŁAWA ANDERSA W OPOLU,Opole,57.15486263666667,93.71317574666666,publiczne liceum ogólnokształcące nr ix im. generała władysława andersa w opolu,Miasto na prawach powiatu,OPOLSKIE,431.0,Opole,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE NR IX IM. GENERAŁA WŁADYSŁAWA ANDERSA W OPOLU,"ogólnodostępny, sportowy, mistrzostwa sportowego"
161,Publiczne Liceum Ogólnokształcące Zakonu Pijarów im. Św. Józefa Kalasancjusza w Poznaniu,Poznaniu,83.48333333333333,os. Jana III Sobieskiego 114 60-688 Poznań Stare Miasto,Poznań,161,83953,100,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE ZAKONU PIJARÓW IM. ŚW. JÓZEFA KALASANCJUSZA W POZNANIU,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE ZAKONU PIJARÓW IM. ŚW. JÓZEFA KALASANCJUSZA W POZNANIU,Poznań,68.78503361333333,98.95807895666667,publiczne liceum ogólnokształcące zakonu pijarów im. św. józefa kalasancjusza w poznaniu,Organizacje Wyznaniowe,WIELKOPOLSKIE,262.0,Poznań-Stare Miasto,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE ZAKONU PIJARÓW IM. ŚW. JÓZEFA KALASANCJUSZA W POZNANIU,ogólnodostępny
162,Publiczne Liceum Ogólnokształcące im. Pauli Montal Sióstr Pijarek w Rzeszowie,Rzeszowie,135.01666666666668,ul. Sanocka 70 35-514 Rzeszów,Rzeszów,162,266615,100,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. PAULI MONTAL SIÓSTR PIJAREK W RZESZOWIE,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. PAULI MONTAL SIÓSTR PIJAREK W RZESZOWIE,Rzeszów,70.01667939666667,100.0,publiczne liceum ogólnokształcące im. pauli montal sióstr pijarek w rzeszowie,Organizacje Wyznaniowe,PODKARPACKIE,178.0,Rzeszów,PUBLICZNE LICEUM OGÓLNOKSZTAŁCĄCE IM. PAULI MONTAL SIÓSTR PIJAREK W RZESZOWIE,ogólnodostępny
163,Sportowe Liceum Ogólnokształcące im. Kazimierza Nowaka,Poznaniu,31.5,os. Pod Lipami 106 61-638 Poznań Stare Miasto,Poznań,163,272082,100,SPORTOWE LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA NOWAKA,SPORTOWE LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA NOWAKA,Poznań,53.78632478666666,89.68253967999999,sportowe liceum ogólnokształcące im. kazimierza nowaka,Miasto na prawach powiatu,WIELKOPOLSKIE,143.0,Poznań-Stare Miasto,SPORTOWE LICEUM OGÓLNOKSZTAŁCĄCE IM. KAZIMIERZA NOWAKA,"ogólnodostępny, sportowy, mistrzostwa sportowego"
165,V LO im Władysława Broniewskiego,Katowicach,106.55,ul. gen. Zygmunta Waltera Jankego 65 40-615 Katowice Brynów,Katowice,165,5738,76,V LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA BRONIEWSKIEGO,V LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA BRONIEWSKIEGO,Katowice,63.25732066333333,84.67160568,v liceum ogólnokształcące im. władysława broniewskiego,Miasto na prawach powiatu,ŚLĄSKIE,161.0,Katowice,V LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA BRONIEWSKIEGO,ogólnodostępny
173,V LO im. Krzysztofa Kieślowskiego,Zielonej,166.16666666666666,ul. Zachodnia 63 65-552 Zielona Góra Gumieńce,Zielonej,173,25627,73,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,Łódź,56.88828971,91.52765794333334,xxxiv liceum ogólnokształcące im. krzysztofa kieślowskiego,Miasto na prawach powiatu,ŁÓDZKIE,386.0,Łódź-Polesie,XXXIV LICEUM OGÓLNOKSZTAŁCĄCE IM. KRZYSZTOFA KIEŚLOWSKIEGO,ogólnodostępny
174,V LO im. Księcia Józefa Poniatowskiego,Warszawie,174.55,ul. Nowolipie 8 00-150 Warszawa Śródmieście,Warszawa,174,25682,76,V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO,V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO,Warszawa,81.26087121333335,100.0,v liceum ogólnokształcące im. ks. józefa poniatowskiego,Miasto na prawach powiatu,MAZOWIECKIE,562.0,Śródmieście,V LICEUM OGÓLNOKSZTAŁCĄCE IM. KS. JÓZEFA PONIATOWSKIEGO,ogólnodostępny
182,V LO im. płk. Stanisława Dąbka,Gdyni,134.2875,ul. Arendta Dickmana 14 81-109 Gdynia Oksywa,Gdyni,182,25697,74,V LICEUM OGÓLNOKSZTAŁCĄCE IM.PŁK.STANISŁAWA DĄBKA,V LICEUM OGÓLNOKSZTAŁCĄCE IM.PŁK.STANISŁAWA DĄBKA,Gdynia,55.77935935333333,90.74281622666666,v liceum ogólnokształcące im.płk.stanisława dąbka,Miasto na prawach powiatu,POMORSKIE,553.0,Gdynia,V LICEUM OGÓLNOKSZTAŁCĄCE IM.PŁK.STANISŁAWA DĄBKA,ogólnodostępny
188,VI LO im. Ignacego Jana Paderwskiego,Poznaniu,162.27499999999998,Poznań ul. Krakowska 17a 61-889 Poznań-Stare Miasto Stare Miasto,Poznań,188,86171,77,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. IGNACEGO JANA PADEREWSKIEGO,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. IGNACEGO JANA PADEREWSKIEGO,Poznań,72.38792264333334,99.79550102333333,vi liceum ogólnokształcące im. ignacego jana paderewskiego,Miasto na prawach powiatu,WIELKOPOLSKIE,793.0,Poznań,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. IGNACEGO JANA PADEREWSKIEGO,ogólnodostępny
191,VI LO im. Joachima Lelewela,Łodzi,106.67000000000002,ul. Deotymy 1 93-267 Łódź Górna,Łódź,191,22522,72,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JOACHIMA LELEWELA,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JOACHIMA LELEWELA,Łódź,61.015596800000004,94.90366247333333,vi liceum ogólnokształcące im. joachima lelewela,Miasto na prawach powiatu,ŁÓDZKIE,639.0,Łódź-Górna,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JOACHIMA LELEWELA,ogólnodostępny
194,VI LO im. Stefana Czarnieckiego,Szczecinie,149.275,ul. Jagiellońska 41 70-382 Szczecin Śródmieście,Szczecin,194,3966,75,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA CZARNIECKIEGO,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA CZARNIECKIEGO,Szczecin,71.93081681333334,100.0,vi liceum ogólnokształcące im. stefana czarnieckiego,Miasto na prawach powiatu,ZACHODNIOPOMORSKIE,652.0,Szczecin,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. STEFANA CZARNIECKIEGO,ogólnodostępny
195,VI LO im. Tadeusza Reytana,Warszawie,165.63333333333333,ul. Wiktorska 30/32 02-587 Warszawa Mokotów,Warszawa,195,83650,71,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA REYTANA,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA REYTANA,Warszawa,77.41587432,100.0,vi liceum ogólnokształcące im. tadeusza reytana,Miasto na prawach powiatu,MAZOWIECKIE,853.0,Mokotów,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. TADEUSZA REYTANA,ogólnodostępny
196,VI LO im. Wacława Sierpińskiego,Gdyni,168.16875000000002,ul. Mikołaja Kopernika 34 81-424 Gdynia Wzgórze Świętego Maksymiliana,Gdyni,196,3640,75,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. WACŁAWA SIERPIŃSKIEGO,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. WACŁAWA SIERPIŃSKIEGO,Gdynia,74.07242469666666,100.0,vi liceum ogólnokształcące im. wacława sierpińskiego,Miasto na prawach powiatu,POMORSKIE,572.0,Gdynia,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. WACŁAWA SIERPIŃSKIEGO,ogólnodostępny
197,VI LO im. Zesłańców Sybiru,Toruniu,58.833333333333336,ul. Wojska Polskiego 47A 87-100 Toruń Mokre,Toruń,197,84173,71,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. ZESŁAŃCÓW SYBIRU,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. ZESŁAŃCÓW SYBIRU,Toruń,44.18318713666667,67.48538011666666,vi liceum ogólnokształcące im. zesłańców sybiru,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,383.0,Toruń,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. ZESŁAŃCÓW SYBIRU,"ogólnodostępny, przygotowania wojskowego"
199,VI Liceum Ogólnokształcące w ZSO im. AK,Bielsku-Białej,97.98333333333333,ul. Sternicza 4 43-300 Bielsko-Biała,Bielsku-Białej,199,56148,83,VI LICEUM OGÓLNOKSZTAŁCĄCE W KROŚNIE,VI LICEUM OGÓLNOKSZTAŁCĄCE W KROŚNIE,Krosno,56.67104855333333,87.76265732,vi liceum ogólnokształcące w krośnie,Miasto na prawach powiatu,PODKARPACKIE,370.0,Krosno,VI LICEUM OGÓLNOKSZTAŁCĄCE W KROŚNIE,ogólnodostępny
201,VII LO im. Harcerzy Obrońców Katowic,Katowicach,117.68333333333332,ul. Panewnicka 13 40-709 Katowice Ligota-Panewniki,Katowice,201,10830,74,VII LICEUM OGÓLNOKSZTAŁCĄCE IM.HARCERZY OBROŃCÓW KATOWICE,VII LICEUM OGÓLNOKSZTAŁCĄCE IM.HARCERZY OBROŃCÓW KATOWICE,Katowice,67.56289123333333,91.95624081,vii liceum ogólnokształcące im.harcerzy obrońców katowice,Miasto na prawach powiatu,ŚLĄSKIE,522.0,Katowice,VII LICEUM OGÓLNOKSZTAŁCĄCE IM.HARCERZY OBROŃCÓW KATOWICE Z ODDZIAŁAMI DWUJĘZYCZNYMI W KATOWICACH,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
203,VII LO im. Jarosława Dąbrowskiego,Zielonej,58.35833333333333,ul. Stanisława Wyspiańskiego 21 65-036 Zielona Góra Jany,Zielonej,203,42178,75,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,Częstochowa,50.19230769,69.23076923,vi liceum ogólnokształcące im. jarosława dąbrowskiego,Miasto na prawach powiatu,ŚLĄSKIE,0.0,Częstochowa,VI LICEUM OGÓLNOKSZTAŁCĄCE IM. JAROSŁAWA DĄBROWSKIEGO,
207,VII LO im. K. K. Baczyńskiego,Szczecinie,97.5,ul. Jana Styki 13 71-138 Szczecin Zachód,Szczecin,207,8576,72,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. K.K. BACZYŃSKIEGO,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. K.K. BACZYŃSKIEGO,Szczecin,63.32865384666667,94.23076923,vii liceum ogólnokształcące im. k.k. baczyńskiego,Miasto na prawach powiatu,ZACHODNIOPOMORSKIE,590.0,Szczecin,VII LICEUM OGÓLNOKSZTAŁCĄCE IM. K.K. BACZYŃSKIEGO,ogólnodostępny
208,VII LO im. Krzysztofa Kamila Baczyńskiego,Wroclaw,163.68333333333334,ul. Krucza 49 53-410 Wrocław Fabryczna,Wrocław,208,11477,78,LICEUM OGÓLNOKSZTAŁCĄCE NR VII IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO,LICEUM OGÓLNOKSZTAŁCĄCE NR VII IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO,Wrocław,73.25626152333334,99.59239996333334,liceum ogólnokształcące nr vii im. krzysztofa kamila baczyńskiego,Miasto na prawach powiatu,DOLNOŚLĄSKIE,1405.0,Wrocław-Fabryczna,LICEUM OGÓLNOKSZTAŁCĄCE NR VII IM. KRZYSZTOFA KAMILA BACZYŃSKIEGO,ogólnodostępny
210,VII LO im. Mikołaja Kopernika,Częstochowie,128.35,ul. Feliksa Nowowiejskiego 18 42-217 Częstochowa Śródmieście,Częstochowie,210,72981,78,TECHNIKUM IM. MIKOŁAJA KOPERNIKA,TECHNIKUM IM. MIKOŁAJA KOPERNIKA,Nasielsk,51.876090115,72.842261905,technikum im. mikołaja kopernika,Powiat ziemski,MAZOWIECKIE,162.0,Nasielsk,TECHNIKUM IM. MIKOŁAJA KOPERNIKA,"ogólnodostępny, wielozawodowy"
215,VII Liceum Ogólnokształcace,Rzeszowie,90.90000000000002,al. Tadeusza Rejtana 3 35-326 Rzeszów,Rzeszów,215,18119,100,VII LICEUM OGÓLNOKSZTAŁCACE,VII LICEUM OGÓLNOKSZTAŁCACE,Rzeszów,56.590277776666674,92.66975308666667,vii liceum ogólnokształcace,Miasto na prawach powiatu,PODKARPACKIE,231.0,Rzeszów,VII LICEUM OGÓLNOKSZTAŁCACE,ogólnodostępny
218,VIII LO im. Adama Mickiewicza,Poznaniu,169.29285714285714,ul. Hipolita Cegielskiego 1 61-862 Poznań Stare Miasto,Poznań,218,34199,71,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM ADAMA MICKIEWICZA,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM ADAMA MICKIEWICZA,Poznań,76.38643706333333,100.0,viii liceum ogólnokształcące im adama mickiewicza,Miasto na prawach powiatu,WIELKOPOLSKIE,798.0,Poznań-Stare Miasto,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM ADAMA MICKIEWICZA,ogólnodostępny
220,VIII LO im. Bolesława Krzywoustego,Wroclaw,166.86499999999998,ul. Zaporoska 71 53-415 Wrocław Krzyki,Wrocław,220,11478,74,LICEUM OGÓLNOKSZTAŁCĄCE NR VIII IM. BOLESŁAWA KRZYWOUSTEGO,LICEUM OGÓLNOKSZTAŁCĄCE NR VIII IM. BOLESŁAWA KRZYWOUSTEGO,Wrocław,77.01335105,99.83660130666665,liceum ogólnokształcące nr viii im. bolesława krzywoustego,Miasto na prawach powiatu,DOLNOŚLĄSKIE,1008.0,Wrocław-Fabryczna,LICEUM OGÓLNOKSZTAŁCĄCE NR VIII IM. BOLESŁAWA KRZYWOUSTEGO,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
224,VIII LO im. Olimpijczyków Polskich,Szczecinie,103.47500000000001,ul. Andrzeja Małkowskiego 12 70-306 Szczecin Śródmieście,Szczecin,224,3904,76,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. OLIMPIJCZYKÓW POLSKICH,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. OLIMPIJCZYKÓW POLSKICH,Szczecin,57.14593569666667,83.23078512000001,viii liceum ogólnokształcące im. olimpijczyków polskich,Miasto na prawach powiatu,ZACHODNIOPOMORSKIE,330.0,Szczecin,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. OLIMPIJCZYKÓW POLSKICH,"ogólnodostępny, integracyjny"
226,VIII LO im. Stanisława Wyspiańskiego,Rzeszowie,105.42,ul. Stanisława Wyspiańskiego 16a 35-111 Rzeszów,Rzeszów,226,14520,78,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,Rzeszów,61.45907711,95.14304269333333,viii liceum ogólnokształcące im. stanisława wyspiańskiego,Miasto na prawach powiatu,PODKARPACKIE,833.0,Rzeszów,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,ogólnodostępny
227,VIII LO im. Władysława IV,Warszawie,173.1,ul. Jagiellońska 38 03-719 Warszawa Praga-Północ,Warszawa,227,40982,71,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA IV,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA IV,Warszawa,80.06814059,100.0,viii liceum ogólnokształcące im. władysława iv,Miasto na prawach powiatu,MAZOWIECKIE,622.0,Praga-Północ,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. WŁADYSŁAWA IV,ogólnodostępny
231,VIII Liceum Ogólnokształcące im. dr. Emila Warmińskiego,Bydgoszczy,115.49,ul. Swarzewska 10 85-731 Bydgoszcz Bartodzieje,Bydgoszcz,231,13768,88,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. DRA EMILA WARMIŃSKIEGO W BYDGOSZCZY,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. DRA EMILA WARMIŃSKIEGO W BYDGOSZCZY,Bydgoszcz,63.84180597333333,97.92970252333333,viii liceum ogólnokształcące im. dra emila warmińskiego w bydgoszczy,Miasto na prawach powiatu,KUJAWSKO-POMORSKIE,760.0,Bydgoszcz,VIII LICEUM OGÓLNOKSZTAŁCĄCE IM. DRA EMILA WARMIŃSKIEGO W BYDGOSZCZY,"ogólnodostępny, przygotowania wojskowego"
235,X LO Mistrzostwa Sportowego im. Józefa Wybickiego,Kielcach,146.3,ul. Jagiellońska 90 25-734 Kielce Czarnów,Kielce,235,7863,81,X LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO IM. JÓZEFA WYBICKIEGO,X LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO IM. JÓZEFA WYBICKIEGO,Kielce,53.15840257333334,84.01765527333333,x liceum ogólnokształcące mistrzostwa sportowego im. józefa wybickiego,Miasto na prawach powiatu,ŚWIĘTOKRZYSKIE,672.0,Kielce,X LICEUM OGÓLNOKSZTAŁCĄCE MISTRZOSTWA SPORTOWEGO IM. JÓZEFA WYBICKIEGO,"ogólnodostępny, sportowy, mistrzostwa sportowego, profil mundurowy"
236,X LO im. Gdyńskich Nauczycieli Bohaterów II Wojny Światowej,Gdyni,160.87142857142857,ul. Władysława IV 58 81-384 Gdynia Śródmieście,Gdyni,236,3620,84,X LICEUM OGÓLNOKSZTAŁCĄCE IM. GDYŃSKICH NAUCZYCIELI BOHATERÓW II WOJNY ŚWIATOWEJ,X LICEUM OGÓLNOKSZTAŁCĄCE IM. GDYŃSKICH NAUCZYCIELI BOHATERÓW II WOJNY ŚWIATOWEJ,Gdynia,71.20368181333333,100.0,x liceum ogólnokształcące im. gdyńskich nauczycieli bohaterów ii wojny światowej,Miasto na prawach powiatu,POMORSKIE,474.0,Gdynia,X LICEUM OGÓLNOKSZTAŁCĄCE IM. GDYŃSKICH NAUCZYCIELI BOHATERÓW II WOJNY ŚWIATOWEJ,ogólnodostępny
242,X LO im. Stefanii Sempołowskiej,Wroclaw,150.15,ul. Piesza 1 51-109 Wrocław Psie Pole,Wrocław,242,11479,72,LICEUM OGÓLNOKSZTAŁCĄCE NR X IM. STEFANII SEMPOŁOWSKIEJ,LICEUM OGÓLNOKSZTAŁCĄCE NR X IM. STEFANII SEMPOŁOWSKIEJ,Wrocław,68.37561698333333,99.25194684333333,liceum ogólnokształcące nr x im. stefanii sempołowskiej,Miasto na prawach powiatu,DOLNOŚLĄSKIE,1112.0,Wrocław-Psie Pole,LICEUM OGÓLNOKSZTAŁCĄCE NR X IM. STEFANII SEMPOŁOWSKIEJ,ogólnodostępny
243,X Liceum Ogólnokształcące,Rzeszowie,53.025,ul. mjr. Henryka Sucharskiego 4 35-225 Rzeszów,Rzeszów,243,24373,100,X LICEUM OGÓLNOKSZTAŁCĄCE,X LICEUM OGÓLNOKSZTAŁCĄCE,Rzeszów,47.86203007666666,73.22055137666666,x liceum ogólnokształcące,Miasto na prawach powiatu,PODKARPACKIE,259.0,Rzeszów,X LICEUM OGÓLNOKSZTAŁCĄCE,"ogólnodostępny, przygotowania wojskowego"
245,XCIV Liceum Ogólnokształcące im. gen. Stanisława Maczka,Warszawie,157.42999999999998,ul. Gwiaździsta 35 01-651 Warszawa Bielany,Warszawa,245,34505,100,XCIV LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. STANISŁAWA MACZKA,XCIV LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. STANISŁAWA MACZKA,Warszawa,75.65877283333333,100.0,xciv liceum ogólnokształcące im. gen. stanisława maczka,Miasto na prawach powiatu,MAZOWIECKIE,863.0,Bielany,XCIV LICEUM OGÓLNOKSZTAŁCĄCE IM. GEN. STANISŁAWA MACZKA,ogólnodostępny
248,XCVII LO im. Olimpijczyków Polskich,Warszawie,105.75,ul. Siennicka 15 04-395 Warszawa Praga-Południe,Warszawa,248,25265,77,XCVII LICEUM OGÓLNOKSZTAŁCĄCE IM. OLIMPIJCZYKÓW POLSKICH,XCVII LICEUM OGÓLNOKSZTAŁCĄCE IM. OLIMPIJCZYKÓW POLSKICH,Warszawa,58.84054053999999,82.19298245499999,xcvii liceum ogólnokształcące im. olimpijczyków polskich,Miasto na prawach powiatu,MAZOWIECKIE,217.0,Praga-Południe,XCVII LICEUM OGÓLNOKSZTAŁCĄCE IM. OLIMPIJCZYKÓW POLSKICH,ogólnodostępny
251,XI LO im. Jadwigii I Wacława Zembrzuskich,Poznaniu,146.3,ul. Piotra Ściegiennego 134 60-304 Poznań Grunwald,Poznań,251,43558,81,XI LICEUM OGÓLNOKSZTAŁCĄCE IM. JADWIGI I WACŁAWA ZEMBRZUSKICH,XI LICEUM OGÓLNOKSZTAŁCĄCE IM. JADWIGI I WACŁAWA ZEMBRZUSKICH,Poznań,71.26146027,99.79919678666666,xi liceum ogólnokształcące im. jadwigi i wacława zembrzuskich,Miasto na prawach powiatu,WIELKOPOLSKIE,722.0,Poznań-Grunwald,XI LICEUM OGÓLNOKSZTAŁCĄCE IM. JADWIGI I WACŁAWA ZEMBRZUSKICH,ogólnodostępny
256,XI Liceum Ogólnokształcące,Rzeszowie,83.2,ul. Klementyny Hoffmanowej 13 35-016 Rzeszów,Rzeszów,256,24373,98,X LICEUM OGÓLNOKSZTAŁCĄCE,X LICEUM OGÓLNOKSZTAŁCĄCE,Rzeszów,47.86203007666666,73.22055137666666,x liceum ogólnokształcące,Miasto na prawach powiatu,PODKARPACKIE,259.0,Rzeszów,X LICEUM OGÓLNOKSZTAŁCĄCE,"ogólnodostępny, przygotowania wojskowego"
257,XI Liceum Ogólnokształcące,Łodzi,127.66666666666667,ul. dr. Stefana Kopcińskiego 54 90-032 Łódź Widzew,Łódź,257,267033,100,XI LICEUM OGÓLNOKSZTAŁCĄCE,XI LICEUM OGÓLNOKSZTAŁCĄCE,Łódź,60.97101370666667,97.96474359000001,xi liceum ogólnokształcące,Miasto na prawach powiatu,ŁÓDZKIE,626.0,Łódź-Widzew,XI LICEUM OGÓLNOKSZTAŁCĄCE IM. JÓZEFA PIŁSUDSKIEGO,"ogólnodostępny, dwujęzyczny w szkole podstawowej, liceum i technikum"
258,XII LO im. Bolesława Chrobrego,Wroclaw,165.79500000000002,pl. Orląt Lwowskich 2a 53-605 Wrocław Stare Miasto,Wrocław,258,11473,72,LICEUM OGÓLNOKSZTAŁCĄCE NR XII IM. BOLESŁAWA CHROBREGO,LICEUM OGÓLNOKSZTAŁCĄCE NR XII IM. BOLESŁAWA CHROBREGO,Wrocław,77.28527269333334,100.0,liceum ogólnokształcące nr xii im. bolesława chrobrego,Miasto na prawach powiatu,DOLNOŚLĄSKIE,1092.0,Wrocław-Stare Miasto,LICEUM OGÓLNOKSZTAŁCĄCE NR XII IM. BOLESŁAWA CHROBREGO,ogólnodostępny
260,XII LO im. Henryka Sienkiewicza,Warszawie,162.1875,ul. Sienna 53 00-820 Warszawa Wola,Warszawa,260,16423,75,XII LICEUM OGÓLNOKSZTAŁCĄCE IM. HENRYKA SIENKIEWICZA,XII LICEUM OGÓLNOKSZTAŁCĄCE IM. HENRYKA SIENKIEWICZA,Warszawa,77.55834642666667,100.0,xii liceum ogólnokształcące im. henryka sienkiewicza,Miasto na prawach powiatu,MAZOWIECKIE,581.0,Wola,XII LICEUM OGÓLNOKSZTAŁCĄCE IM. HENRYKA SIENKIEWICZA,ogólnodostępny
261,XII LO im. Marii Skłodowskiej-Curie,Poznaniu,158.1,Poznań ul. gen. Tadeusza Kutrzeby 8 61-719 Poznań-Stare Miasto Stare Miasto,Poznań,261,31869,76,XII LICEUM OGÓLNOKSZTŁCACE IM. MARII SKŁODOWSKIEJ -CURIE,XII LICEUM OGÓLNOKSZTŁCACE IM. MARII SKŁODOWSKIEJ -CURIE,Poznań,74.54416433,100.0,xii liceum ogólnoksztłcace im. marii skłodowskiej -curie,Miasto na prawach powiatu,WIELKOPOLSKIE,589.0,Poznań-Stare Miasto,XII LICEUM OGÓLNOKSZTŁCACE IM. MARII SKŁODOWSKIEJ -CURIE,ogólnodostępny
262,XII LO im. Stanisława Wyspiańskiego,Łodzi,138.6875,al. Karola Anstadta 7 91-409 Łódź Śródmieście,Łódź,262,22525,77,XII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,XII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,Łódź,72.34429336,100.0,xii liceum ogólnokształcące im. stanisława wyspiańskiego,Miasto na prawach powiatu,ŁÓDZKIE,481.0,Łódź-Śródmieście,XII LICEUM OGÓLNOKSZTAŁCĄCE IM. STANISŁAWA WYSPIAŃSKIEGO,"ogólnodostępny, o charakterze eksperymentalnym"
266,XII Liceum Ogólnokształcące Z Oddziałami Integracyjnymi,Rzeszowie,85.86666666666666,al. Tadeusza Rejtana 30 35-310 Rzeszów,Rzeszów,266,12144,100,XII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI,XII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI,Rzeszów,56.53295346666667,79.03133903333334,xii liceum ogólnokształcące z oddziałami integracyjnymi,Miasto na prawach powiatu,PODKARPACKIE,271.0,Rzeszów,XII LICEUM OGÓLNOKSZTAŁCĄCE Z ODDZIAŁAMI INTEGRACYJNYMI,"integracyjny, terapeutyczny"
